trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
187	41	0	5	4	5	1	5	0.0	1	2012	4	3	2	19.75	62	1	1	2	3353	0.875277778	0.308611111	0.196666667	0.0	0.174166667	0.0	0	0.185277778	0.0	0.58	0.0	0.191904
220	46	0	1	3	1	6	1	1.0	1	2012	4	3	2	16.0	22	1	0	0	7855	2.120833333	0.6677777779999999	0.0608333329999999	0.166666667	0.350277778	0.15	1	0.337222222	3.2	1.46	0.0	0.42257
230	48	0	7	3	1	1	5	0.0	1	2012	4	3	2	16.41666667	64	0	1	2	1157	0.258611111	0.079444444	0.069722222	0.0	0.108333333	0.0	0	0.091388889	0.0	0.22	0.0	0.2066869999999999
261	57	0	1	3	1	1	1	1.0	1	2012	4	3	2	17.75	41	0	1	1	5356	1.195	0.419166667	0.272222222	0.2	0.0	0.0	0	0.403888889	2.9	1.01	10.5	0.766162
294	67	1	0	3	1	6	1	1.0	1	2012	4	5	4	8.0	23	1	0	0	9240	2.161388889	0.669722222	0.173611111	0.333333333	0.0	0.2166666669999999	2	0.7494444440000001	2.4	1.73	0.0	0.664196
329	77	1	1	4	1	2	1	1.0	1	2012	4	6	5	17.0	60	0	1	1	6643	1.6705555559999998	0.467777778	0.2144444439999999	0.05	0.606944444	0.074444444	1	0.5030555560000001	3.0	1.06	0.0	0.352844
340	80	0	0	3	3	6	1	1.0	1	2012	4	6	5	12.5	31	1	1	0	977	0.2119444439999999	0.0536111109999999	0.019166667	0.0	0.08	0.0	0	0.038333333	1.5	0.12	0.0	0.65942
347	81	1	4	4	2	1	1	1.0	1	2012	4	6	5	19.66666667	43	1	1	2	3197	0.814444444	0.221111111	0.176388889	0.05	0.106944444	0.152777778	1	0.231666667	3.0	0.76	0.0	0.583933
372	86	0	6	4	5	3	1	1.0	1	2012	4	7	6	17.0	64	1	1	2	2886	0.770277778	0.243333333	0.2488888889999999	0.0	0.1166666669999999	0.0	0	0.162222222	1.5	0.52	0.0	0.1404109999999999
389	91	1	1	4	1	1	1	1.0	1	2012	4	8	7	17.0	34	0	1	1	8781	2.000277778	0.515833333	0.263055556	0.2	0.0	0.1166666669999999	1	0.593888889	1.9	1.55	0.0	0.4794199999999999
399	95	0	1	1	5	1	1	1.0	1	2012	4	8	7	10.33333333	26	0	1	1	1263	0.283055556	0.1166666669999999	0.1772222219999999	0.0	0.1436111109999999	0.0	0	0.065277778	1.5	0.21	0.0	0.361702
405	95	1	0	3	3	1	1	1.0	1	2012	4	8	7	9.5	25	1	1	1	5023	1.188888889	0.4633333329999999	0.115	0.1	0.2166666669999999	0.1166666669999999	1	0.3383333329999999	3.9	0.98	0.0	0.543514
409	95	1	5	3	5	1	1	1.0	1	2012	4	8	7	17.01666667	25	1	1	1	4117	0.934722222	0.348055556	0.041388889	0.166666667	0.0	0.0	0	0.400277778	2.4	0.92	0.0	0.598196
411	95	1	7	3	3	1	1	1.0	1	2012	4	8	7	18.91666667	25	1	1	1	3673	0.986944444	0.320833333	0.230277778	0.066666667	0.2	0.1	1	0.395	3.79	0.91	0.0	0.469058
425	97	3	1	4	3	1	5	0.0	1	2012	4	8	7	13.0	10	1	0	2	2696	0.6175	0.1566666669999999	0.2691666669999999	0.0	0.156944444	0.0	0	0.1975	0.0	0.54	0.0	0.495077
427	97	4	1	4	3	1	5	0.0	1	2012	4	8	7	13.0	8	0	0	2	2696	0.6175	0.1566666669999999	0.2691666669999999	0.0	0.156944444	0.0	0	0.1975	0.0	0.54	0.0	0.495077
449	101	1	1	3	5	6	2	0.0	1	2012	4	9	1	11.0	17	0	0	0	2431	0.588611111	0.192777778	0.228333333	0.0	0.178333333	0.0	0	0.2125	0.0	0.59	0.0	0.216993
460	104	0	1	4	3	1	1	1.0	1	2012	4	9	1	13.0	54	1	1	2	4838	1.263888889	0.3544444439999999	0.092777778	0.0	0.35	0.098055556	1	0.225	3.0	0.78	0.0	0.182716
462	106	0	0	1	3	6	1	1.0	1	2012	4	9	1	10.0	19	0	1	0	2947	0.637222222	0.155277778	0.069722222	0.0	0.175555556	0.0	0	0.094444444	1.5	0.35	0.0	0.179412
504	122	1	1	4	5	1	1	1.0	1	2012	4	10	2	13.0	27	0	1	2	4184	0.9625	0.288611111	0.040555556	0.016666667	0.333333333	0.066666667	1	0.29	3.0	1.01	0.0	0.322797
505	122	1	3	4	5	1	1	1.0	1	2012	4	10	2	19.91666667	27	0	1	2	371	0.122777778	0.039166667	0.045555556	0.0	0.036111111	0.0	0	0.039166667	1.5	0.1	0.0	0.283688
535	127	5	0	4	2	2	5	0.0	1	2012	4	10	2	8.666666667000001	5	1	0	1	1118	0.252222222	0.0633333329999999	0.056388889	0.0	0.083333333	0.0	0	0.075833333	0.0	0.16	0.0	0.406593
550	131	0	0	3	3	2	1	1.0	1	2012	4	11	3	7.733333332999999	40	0	1	1	16661	3.846388889	1.2125	0.047777778	0.783333333	0.078888889	0.233333333	2	1.1575	8.99	2.6	10.5	0.667147
586	141	1	5	4	3	1	5	0.0	1	2012	4	11	3	20.5	72	0	1	1	2301	0.57	0.178333333	0.1913888889999999	0.0	0.138333333	0.0	0	0.131388889	0.0	0.39	0.0	0.133192
605	145	1	1	4	3	2	5	0.0	1	2012	4	12	4	15.25	70	0	1	1	1104	0.3388888889999999	0.113333333	0.076111111	0.0	0.1166666669999999	0.0	0	0.104444444	0.0	0.22	0.0	0.0638298
609	147	0	1	3	1	6	1	1.0	1	2012	4	12	4	21.25	30	1	0	0	11306	2.9052777780000003	0.911111111	0.1025	0.283333333	0.020833333	0.1166666669999999	1	0.7333333329999999	3.9	1.97	0.0	0.549242
610	148	1	0	4	3	1	1	1.0	1	2012	4	12	4	14.0	54	1	1	1	10255	2.3852777780000003	0.830555556	0.136944444	0.0	0.759166667	0.178888889	2	0.520555556	4.5	1.83	0.0	0.274813
613	149	2	1	4	1	1	1	1.0	1	2012	4	12	4	19.0	22	1	1	1	2358	0.571944444	0.157777778	0.085277778	0.0	0.1875	0.0	0	0.138888889	1.5	0.42	0.0	0.248
641	154	0	0	3	1	2	1	1.0	1	2012	4	12	4	8.25	54	0	1	1	17618	3.908333333	1.343888889	0.246666667	0.816666667	0.0	0.0	0	1.188055556	1.7	2.8	10.5	0.703063
676	163	0	1	1	3	1	5	0.0	1	2012	4	12	4	10.0	82	0	1	2	1473	0.328333333	0.120833333	0.088055556	0.0	0.076111111	0.0	0	0.074444444	0.0	0.24	0.0	0.0783582
691	169	0	0	1	3	6	5	0.0	1	2012	4	12	4	13.5	77	0	0	0	523	0.120555556	0.0288888889999999	0.095833333	0.0	0.027222222	0.0	0	0.0436111109999999	0.0	0.09	0.0	0.0
692	169	0	1	1	3	6	5	0.0	1	2012	4	12	4	14.08333333	77	0	0	0	523	0.120555556	0.0352777779999999	0.0775	0.0	0.0213888889999999	0.0	0	0.039166667	0.0	0.09	0.0	0.0496454
716	176	2	1	3	1	1	1	1.0	1	2012	4	13	5	18.5	51	1	1	1	8898	2.059444444	0.62	0.187222222	0.133333333	0.1166666669999999	0.1166666669999999	1	0.655277778	4.8	1.64	0.0	0.66596
723	178	1	1	3	1	6	1	1.0	1	2012	4	13	5	16.0	25	0	0	0	3165	0.770277778	0.2875	0.073333333	0.0	0.327777778	0.0	0	0.258611111	1.5	0.55	0.0	0.496241
760	183	1	2	4	3	1	5	0.0	1	2012	4	14	6	19.5	10	1	0	2	1446	0.4058333329999999	0.146388889	0.085	0.0	0.1541666669999999	0.0	0	0.161388889	0.0	0.46	0.0	0.340792
780	186	2	2	4	3	1	4	1.0	1	2012	4	14	6	13.66666667	18	1	1	1	3111	0.825277778	0.268611111	0.24	0.0	0.1166666669999999	0.0	0	0.152222222	1.5	0.54	0.0	0.0930656999999999
788	188	0	3	4	3	6	1	1.0	1	2012	4	14	6	11.5	30	1	0	0	3176	0.814722222	0.235	0.2125	0.0	0.358333333	0.0	0	0.269722222	1.5	0.69	0.0	0.425335
833	200	1	5	1	3	2	1	1.0	1	2012	4	15	7	18.5	58	1	1	1	2367	0.592777778	0.165833333	0.145277778	0.0	0.140277778	0.0	0	0.132777778	1.5	0.35	0.0	0.0439330999999999
878	210	4	1	3	3	6	5	0.0	1	2012	4	15	7	11.5	9	0	0	0	3722	0.942777778	0.2822222219999999	0.091944444	0.0	0.393055556	0.1	1	0.2325	0.0	0.6	0.0	0.551971
903	216	0	2	1	3	6	1	0.5	1	2012	4	15	7	15.5	24	1	1	0	1343	0.357777778	0.148611111	0.1225	0.0	0.069722222	0.0	0	0.111388889	0.75	0.28	0.0	0.411471
923	221	0	1	4	3	1	1	1.0	1	2012	4	16	1	20.58333333	51	1	1	1	1536	0.434444444	0.152777778	0.079722222	0.0	0.080833333	0.098611111	1	0.091388889	3.0	0.33	0.0	0.0607903
928	222	1	2	4	3	1	1	1.0	1	2012	4	16	1	17.5	30	0	1	1	4770	1.326111111	0.4475	0.183055556	0.0	0.7394444440000001	0.092777778	1	0.337222222	3.0	0.94	0.0	0.2265239999999999
934	223	1	0	3	1	6	1	1.0	1	2012	4	16	1	6.833333333	30	0	0	0	17687	3.999166667	1.325555556	0.112222222	0.483333333	0.4694444439999999	0.1	1	0.963333333	4.8	2.67	10.5	0.6040949999999999
961	228	0	1	3	1	2	1	1.0	1	2012	4	16	1	17.5	35	0	1	2	7062	1.7541666669999998	0.622777778	0.056944444	0.35	0.0	0.1166666669999999	1	0.490555556	2.9	1.15	10.5	0.6828989999999999
962	229	0	0	3	3	6	5	0.0	1	2012	4	16	1	13.0	75	1	0	0	728	0.192777778	0.054166667	0.078888889	0.0	0.064166667	0.0	0	0.106111111	0.0	0.24	0.0	0.0104712
969	231	0	1	4	1	1	1	1.0	1	2012	4	17	2	18.0	32	0	1	2	10018	2.370555556	0.811111111	0.1222222219999999	0.3	0.1744444439999999	0.1166666669999999	1	0.668611111	3.9	1.82	0.0	0.589946
998	232	4	4	4	3	1	5	0.0	1	2012	4	17	2	21.25	9	0	0	1	7881	2.025	0.605833333	0.655833333	0.3	0.0	0.0	0	0.321944444	0.0	1.24	0.0	0.0560827999999999
1010	234	0	0	2	3	1	5	0.0	1	2012	4	17	2	10.25	64	1	1	1	670	0.166944444	0.040555556	0.038333333	0.0	0.060277778	0.0	0	0.0436111109999999	0.0	0.13	0.0	0.0573248
1036	239	1	1	4	5	1	1	1.0	1	2012	4	17	2	14.0	57	0	1	1	3036	0.810555556	0.259166667	0.269444444	0.0	0.222222222	0.0	0	0.1975	1.5	0.61	0.0	0.372714
1044	240	1	0	4	3	1	5	0.0	1	2012	4	17	2	14.0	69	1	0	1	2071	0.5083333329999999	0.175555556	0.141666667	0.0	0.136111111	0.0	0	0.120833333	0.0	0.35	0.0	0.0827586
1083	248	0	0	3	3	6	5	0.0	1	2012	4	18	3	9.25	65	0	0	0	3997	0.9825	0.314444444	0.072777778	0.0	0.395	0.0	0	0.3408333329999999	0.0	0.74	0.0	0.678892
1096	249	2	1	2	3	6	1	1.0	1	2012	4	18	3	16.58333333	29	0	0	0	3329	0.85	0.336111111	0.258888889	0.0	0.310277778	0.0	0	0.263611111	1.5	0.62	0.0	0.6016859999999999
1108	252	1	0	2	1	6	1	1.0	1	2012	4	18	3	10.0	35	0	1	0	4122	0.991111111	0.343055556	0.185555556	0.0	0.454166667	0.0	0	0.292777778	1.5	0.72	0.0	0.4686909999999999
1115	253	1	1	1	2	6	5	0.0	1	2012	4	18	3	15.5	7	1	0	0	359	0.1011111109999999	0.0258333329999999	0.0313888889999999	0.0	0.05	0.0	0	0.053333333	0.0	0.11	0.0	0.0
1162	262	0	2	1	5	1	1	1.0	1	2012	4	18	3	14.66666667	32	1	1	2	1111	0.276111111	0.0705555559999999	0.075	0.0	0.083333333	0.0	0	0.058333333	1.5	0.18	0.0	0.214286
1174	263	0	1	3	3	6	4	1.0	1	2012	4	18	3	17.0	40	1	1	0	1827	0.39	0.128055556	0.1580555559999999	0.0	0.098333333	0.0	0	0.126944444	1.5	0.3	0.0	0.354486
1200	270	0	1	3	3	1	1	1.0	1	2012	4	19	4	14.25	44	1	1	1	2824	0.6627777779999999	0.238055556	0.068333333	0.0	0.323333333	0.080833333	1	0.195833333	3.0	0.58	0.0	0.387234
1236	275	1	0	3	1	1	1	0.0	1	2012	4	19	4	7.0	35	1	1	1	5790	1.931388889	0.528333333	0.258333333	0.183333333	0.0	0.0	0	0.356388889	2.4	1.12	0.0	0.469213
1239	276	0	1	4	1	1	1	1.0	1	2012	4	19	4	17.5	43	0	1	2	16009	3.809166667	1.199166667	0.206666667	0.85	0.0	0.15	1	0.940833333	7.89	2.74	0.0	0.448479
1244	277	1	1	3	1	6	1	1.0	1	2012	4	19	4	20.0	32	0	0	0	3459	0.825	0.315277778	0.2347222219999999	0.0	0.2688888889999999	0.0	0	0.2666666669999999	1.5	0.7	0.0	0.375
1248	278	1	2	4	5	1	1	1.0	1	2012	4	19	4	15.25	48	0	1	2	5159	1.200555556	0.369166667	0.0575	0.0	0.484444444	0.1722222219999999	1	0.142777778	3.0	0.68	0.0	0.167315
1254	279	1	0	4	1	1	1	1.0	1	2012	4	19	4	21.5	54	0	1	1	9870	2.455555556	0.7433333329999999	0.2491666669999999	0.2666666669999999	0.1222222219999999	0.15	1	0.328055556	3.0	1.65	0.0	0.208298
1268	281	1	1	3	3	1	5	0.0	1	2012	4	19	4	13.75	68	0	1	2	8149	1.884722222	0.558611111	0.22	0.316666667	0.0	0.133333333	1	0.624722222	0.0	1.71	10.5	0.65896
1287	283	1	0	1	3	1	1	1.0	1	2012	4	20	5	10.0	47	0	1	2	667	0.166388889	0.0505555559999999	0.090277778	0.0	0.029722222	0.0	0	0.053333333	1.5	0.13	0.0	0.0729166999999999
1304	284	0	7	4	5	2	1	1.0	1	2012	4	20	5	17.0	32	1	1	2	5446	1.284722222	0.345277778	0.120833333	0.0	0.483333333	0.0	0	0.262222222	1.5	0.77	0.0	0.184322
1316	285	1	2	3	5	2	2	0.0	1	2012	4	20	5	15.0	16	0	0	2	663	0.1769444439999999	0.083055556	0.0736111109999999	0.0	0.02	0.0	0	0.0436111109999999	0.0	0.1	0.0	0.11465
1335	286	3	5	3	5	2	1	1.0	1	2012	4	20	5	21.58333333	22	0	0	1	3385	0.798333333	0.233333333	0.066111111	0.0	0.289166667	0.106111111	1	0.165833333	3.0	0.51	0.0	0.134003
1351	289	4	0	4	2	2	3	0.0	1	2012	4	20	5	8.5	11	1	0	2	1151	0.2794444439999999	0.079444444	0.190555556	0.0	0.081666667	0.0	0	0.076388889	0.0	0.19	0.0	0.156364
1357	291	0	1	4	1	1	1	1.0	1	2012	4	20	5	17.0	55	0	1	2	2194	0.5641666670000001	0.212222222	0.1472222219999999	0.0	0.166666667	0.0	0	0.179722222	1.5	0.47	0.0	0.289026
1444	305	2	0	4	4	5	1	1.0	1	2012	4	20	5	7.0	33	0	1	1	5367	1.348611111	0.457222222	0.253055556	0.2	0.105833333	0.133333333	1	0.3675	3.2	1.43	0.0	0.430839
1460	308	1	2	4	3	1	1	1.0	1	2012	4	21	6	15.0	56	1	1	1	1226	0.334444444	0.112222222	0.094722222	0.0	0.089444444	0.0	0	0.128888889	1.5	0.32	0.0	0.0991378999999999
1488	316	0	0	3	3	1	4	0.5	1	2012	4	21	6	15.5	20	0	0	1	5200	1.269722222	0.3888888889999999	0.296944444	0.15	0.0	0.0	0	0.293055556	1.0	0.93	0.0	0.4056869999999999
1493	316	2	0	2	3	1	1	1.0	1	2012	4	21	6	9.0	62	0	1	1	4626	1.114166667	0.388611111	0.306666667	0.0	0.22	0.0	0	0.243333333	1.5	0.84	0.0	0.194064
1517	321	3	1	1	3	2	5	0.0	1	2012	4	21	6	11.51666667	7	1	0	2	319	0.064722222	0.015555556	0.0	0.0	0.021111111	0.0	0	0.0097222219999999	0.0	0.03	0.0	0.0571428999999999
1527	323	1	1	4	4	2	1	1.0	1	2012	4	21	6	12.5	61	0	1	1	2563	0.7111111109999999	0.27	0.203888889	0.0	0.2	0.0	0	0.265	1.5	0.54	0.0	0.1991609999999999
1531	325	0	3	1	5	2	1	1.0	1	2012	4	21	6	11.5	58	0	1	1	2523	0.6466666670000001	0.194166667	0.2191666669999999	0.0	0.251111111	0.0	0	0.190555556	1.5	0.43	0.0	0.201166
1566	328	1	0	4	3	1	1	1.0	1	2012	4	22	7	14.0	43	1	1	1	6660	1.580555556	0.628888889	0.476111111	0.2166666669999999	0.0	0.0	0	0.469166667	2.8	1.35	0.0	0.4162229999999999
1574	329	0	3	3	3	6	1	1.0	1	2012	4	22	7	20.0	39	0	0	0	5855	1.329722222	0.498333333	0.171388889	0.0	0.3833333329999999	0.0	0	0.379166667	1.5	0.87	0.0	0.5450550000000001
1604	335	1	0	3	3	6	1	1.0	1	2012	4	22	7	10.5	53	0	0	0	5980	1.473333333	0.4975	0.146388889	0.0	0.727777778	0.083333333	1	0.399166667	3.0	1.1	0.0	0.356298
1613	336	0	1	3	4	1	1	1.0	1	2012	4	22	7	12.33333333	18	0	0	1	5538	1.331666667	0.447222222	0.105833333	0.183333333	0.115	0.2166666669999999	2	0.263333333	5.4	0.94	0.0	0.4715189999999999
1616	337	0	0	2	3	6	1	1.0	1	2012	4	22	7	12.0	18	0	0	0	2303	0.599166667	0.1925	0.1775	0.0	0.111111111	0.0	0	0.165277778	1.5	0.44	0.0	0.141176
1623	338	2	1	3	3	1	5	0.0	1	2012	4	22	7	18.0	6	0	0	1	11899	2.7075	0.813888889	0.094166667	0.0	0.925	0.090277778	1	0.605555556	0.0	1.98	0.0	0.558716
1631	341	1	0	3	3	1	4	0.0	1	2012	4	22	7	9.75	18	0	0	2	19548	4.539444444	1.600555556	0.071944444	0.8	0.3	0.133333333	1	0.934444444	1.85	3.13	0.0	0.50981
1634	342	0	0	1	3	2	5	0.0	1	2012	4	22	7	7.5	82	1	1	2	1216	0.342222222	0.199444444	0.127222222	0.0	0.104444444	0.0	0	0.105277778	0.0	0.28	0.0	0.316623
1654	346	3	2	4	3	1	5	0.0	1	2012	4	23	1	17.5	5	1	0	1	6622	1.763888889	0.7644444440000001	0.5741666670000001	0.0	0.283333333	0.0	0	0.281111111	0.0	1.03	0.0	0.185771
1655	346	3	3	4	3	1	5	0.0	1	2012	4	23	1	18.75	5	1	0	1	6622	1.584722222	0.366111111	0.4552777779999999	0.0	0.233333333	0.0	0	0.2738888889999999	0.0	1.04	0.0	0.0537524999999999
1675	351	5	1	3	2	1	3	0.0	1	2012	4	23	1	16.0	12	0	0	1	1474	0.393055556	0.135277778	0.111111111	0.0	0.170833333	0.0	0	0.135833333	0.0	0.32	0.0	0.0879346
1687	353	2	3	1	4	1	2	0.0	1	2012	4	23	1	18.5	17	0	0	1	1388	0.3508333329999999	0.1447222219999999	0.152222222	0.0	0.083333333	0.0	0	0.1422222219999999	0.0	0.36	0.0	0.351563
1713	360	0	1	3	3	6	1	1.0	1	2012	4	24	2	20.5	26	1	0	0	3442	0.964166667	0.287777778	0.076388889	0.0	0.225277778	0.0	0	0.228333333	1.5	0.63	0.0	0.13382
1721	363	0	1	4	5	5	1	1.0	1	2012	4	24	2	13.0	46	1	1	1	4135	1.0175	0.306666667	0.410277778	0.166666667	0.0	0.0	0	0.26	2.1	0.91	0.0	0.297009
1732	364	1	0	4	4	1	1	1.0	1	2012	4	24	2	8.25	49	0	1	1	1062	0.252777778	0.079166667	0.2238888889999999	0.0	0.0275	0.0	0	0.069722222	1.5	0.2	0.0	0.143426
1737	364	2	3	3	2	1	2	0.0	1	2012	4	24	2	11.75	16	0	0	1	2467	0.565277778	0.223055556	0.102777778	0.0	0.145277778	0.100833333	1	0.1525	0.0	0.43	0.0	0.145719
1781	371	0	4	1	3	6	1	1.0	1	2012	4	25	3	18.0	30	1	1	0	457	0.125277778	0.059166667	0.071388889	0.0	0.025555556	0.0	0	0.048333333	1.5	0.11	0.0	0.0574713
1791	372	2	1	3	4	1	1	1.0	1	2012	4	25	3	15.5	23	0	1	1	21421	4.709166667	1.4422222219999998	0.0886111109999999	0.533333333	0.121388889	0.283333333	2	1.266666667	7.0	3.59	10.5	0.667982
1800	374	1	0	4	1	1	1	1.0	1	2012	4	25	3	7.0	45	0	1	1	1449	0.323055556	0.1025	0.2344444439999999	0.0	0.081666667	0.0	0	0.085277778	1.5	0.24	0.0	0.00977199
1804	374	3	0	3	2	1	1	1.0	1	2012	4	25	3	9.75	20	0	1	1	11166	2.658888889	0.785	0.268611111	0.233333333	0.4	0.133333333	1	0.6919444440000001	3.0	2.24	0.0	0.526696
1805	374	3	1	3	2	1	1	1.0	1	2012	4	25	3	15.5	20	0	1	1	11166	2.613888889	0.7383333329999999	0.224722222	0.45	0.138888889	0.2166666669999999	2	0.845833333	4.3	2.43	0.0	0.6745479999999999
1815	377	1	1	3	1	2	1	1.0	1	2012	4	25	3	18.0	32	1	0	1	8282	2.108055556	0.646388889	0.208611111	0.15	0.373611111	0.25	2	0.663055556	4.7	1.47	0.0	0.528697
1831	379	2	1	4	2	1	3	0.0	1	2012	4	25	3	15.75	11	1	0	1	1033	0.330833333	0.116388889	0.187222222	0.0	0.114166667	0.0	0	0.089444444	0.0	0.24	0.0	0.00931677
1834	380	0	2	3	4	1	5	0.0	1	2012	4	25	3	13.5	64	1	1	2	749	0.208888889	0.076388889	0.085	0.0	0.0605555559999999	0.0	0	0.071666667	0.0	0.17	0.0	0.321705
1854	382	3	3	4	4	1	1	1.0	1	2012	4	26	4	13.5	53	0	1	2	4063	1.073611111	0.4427777779999999	0.270833333	0.133333333	0.0	0.0	0	0.495833333	2.4	1.12	10.5	0.666667
1881	389	1	0	3	2	1	4	0.5	1	2012	4	27	5	9.0	20	0	1	2	8304	1.945555556	0.578888889	0.344166667	0.3	0.0	0.0	0	0.5541666670000001	2.35	1.47	0.0	0.5208020000000001
1890	392	0	0	1	4	6	1	1.0	1	2012	4	27	5	13.0	44	0	1	0	2170	0.588611111	0.176111111	0.114166667	0.0	0.227222222	0.0	0	0.175833333	1.5	0.43	0.0	0.230648
1899	394	0	2	1	5	1	1	1.0	1	2012	4	27	5	14.25	40	0	1	2	335	0.081388889	0.0427777779999999	0.056944444	0.0	0.018888889	0.0	0	0.074166667	1.5	0.14	10.5	0.8014979999999999
1979	409	3	2	1	3	6	1	1.0	1	2012	4	28	6	12.16666667	24	1	1	0	379	0.149166667	0.074722222	0.0575	0.0	0.06	0.0	0	0.046666667	1.5	0.1	0.0	0.345238
1980	409	3	3	3	3	6	1	1.0	1	2012	4	28	6	14.0	24	1	1	0	12367	2.836388889	0.8613888890000001	0.2775	0.6333333329999999	0.0	0.083333333	1	0.810277778	1.5	1.92	0.0	0.682208
1997	416	0	0	3	3	6	1	0.0	1	2012	4	28	6	12.5	52	1	1	0	5358	1.222777778	0.359166667	0.194166667	0.283333333	0.0	0.0	0	0.408888889	2.29	1.15	0.0	0.36413
2003	417	2	1	3	3	1	5	0.0	1	2012	4	28	6	16.0	8	0	0	2	7863	1.940277778	0.634166667	0.126944444	0.316666667	0.121111111	0.1	1	0.5327777779999999	0.0	1.47	0.0	0.633472
2017	418	3	1	3	5	2	1	1.0	1	2012	4	28	6	17.83333333	26	0	0	1	1377	0.355833333	0.176666667	0.073888889	0.0	0.252777778	0.0	0	0.176388889	1.5	0.33	0.0	0.845669
2019	419	0	0	4	3	1	1	1.0	1	2012	4	28	6	12.0	35	0	1	1	17177	4.209722222	1.167777778	0.265277778	0.55	0.0	0.1	1	0.446944444	3.2	2.38	0.0	0.2268489999999999
2028	421	2	1	4	3	1	5	0.0	1	2012	4	28	6	21.83333333	6	1	0	1	2027	0.525277778	0.151388889	0.146666667	0.0	0.138055556	0.1072222219999999	1	0.130277778	0.0	0.37	0.0	0.170576
2046	427	1	1	4	3	1	1	1.0	1	2012	4	29	7	10.25	58	0	1	2	1422	0.412222222	0.1447222219999999	0.138888889	0.0	0.069444444	0.0	0	0.106388889	1.5	0.33	0.0	0.13577
2092	438	0	4	1	3	1	1	1.0	1	2012	4	29	7	16.5	51	1	1	2	729	0.188333333	0.0502777779999999	0.099444444	0.0	0.016666667	0.0	0	0.041388889	1.5	0.13	0.0	0.0
